5|124|5|2|26.0|26627.12|0.07|0.08|R|F|1994-10-16T00:00:00.000Z|1994-09-25T00:00:00.000Z|1994-10-19T00:00:00.000Z|NONE|FOB|sts use slyly quickly special instruc
5|38|4|3|50.0|46901.5|0.08|0.03|A|F|1994-08-08T00:00:00.000Z|1994-10-13T00:00:00.000Z|1994-08-26T00:00:00.000Z|DELIVER IN PERSON|AIR|eodolites. fluffily unusual
6|140|6|1|37.0|38485.18|0.08|0.03|A|F|1992-04-27T00:00:00.000Z|1992-05-15T00:00:00.000Z|1992-05-02T00:00:00.000Z|TAKE BACK RETURN|TRUCK|p furiously special foxes
7|183|4|1|12.0|12998.16|0.07|0.03|N|O|1996-05-07T00:00:00.000Z|1996-03-13T00:00:00.000Z|1996-06-03T00:00:00.000Z|TAKE BACK RETURN|FOB|ss pinto beans wake against th
7|146|3|2|9.0|9415.26|0.08|0.08|N|O|1996-02-01T00:00:00.000Z|1996-03-02T00:00:00.000Z|1996-02-19T00:00:00.000Z|TAKE BACK RETURN|SHIP|es. instructions
7|95|8|3|46.0|45774.14|0.1|0.07|N|O|1996-01-15T00:00:00.000Z|1996-03-27T00:00:00.000Z|1996-02-03T00:00:00.000Z|COLLECT COD|MAIL| unusual reques
7|164|5|4|28.0|29796.48|0.03|0.04|N|O|1996-03-21T00:00:00.000Z|1996-04-08T00:00:00.000Z|1996-04-20T00:00:00.000Z|NONE|FOB|. slyly special requests haggl
7|152|4|5|38.0|39981.7|0.08|0.01|N|O|1996-02-11T00:00:00.000Z|1996-02-24T00:00:00.000Z|1996-02-18T00:00:00.000Z|DELIVER IN PERSON|TRUCK|ns haggle carefully ironic deposits. bl
7|80|10|6|35.0|34302.8|0.06|0.03|N|O|1996-01-16T00:00:00.000Z|1996-02-23T00:00:00.000Z|1996-01-22T00:00:00.000Z|TAKE BACK RETURN|FOB|jole. excuses wake carefully alongside of 
7|158|3|7|5.0|5290.75|0.04|0.02|N|O|1996-02-10T00:00:00.000Z|1996-03-26T00:00:00.000Z|1996-02-13T00:00:00.000Z|NONE|FOB|ithely regula
32|83|4|1|28.0|27526.24|0.05|0.08|N|O|1995-10-23T00:00:00.000Z|1995-08-27T00:00:00.000Z|1995-10-26T00:00:00.000Z|TAKE BACK RETURN|TRUCK|sleep quickly. req
32|198|10|2|32.0|35142.08|0.02|0.0|N|O|1995-08-14T00:00:00.000Z|1995-10-07T00:00:00.000Z|1995-08-27T00:00:00.000Z|COLLECT COD|AIR|lithely regular deposits. fluffily 
32|45|2|3|2.0|1890.08|0.09|0.02|N|O|1995-08-07T00:00:00.000Z|1995-10-07T00:00:00.000Z|1995-08-23T00:00:00.000Z|DELIVER IN PERSON|AIR| express accounts wake according to the
32|3|8|4|4.0|3612.0|0.09|0.03|N|O|1995-08-04T00:00:00.000Z|1995-10-01T00:00:00.000Z|1995-09-03T00:00:00.000Z|NONE|REG AIR|e slyly final pac
32|86|7|5|44.0|43387.52|0.05|0.06|N|O|1995-08-28T00:00:00.000Z|1995-08-20T00:00:00.000Z|1995-09-14T00:00:00.000Z|DELIVER IN PERSON|AIR|symptotes nag according to the ironic depo
32|12|6|6|6.0|5472.06|0.04|0.03|N|O|1995-07-21T00:00:00.000Z|1995-09-23T00:00:00.000Z|1995-07-25T00:00:00.000Z|COLLECT COD|RAIL| gifts cajole carefully.
33|62|7|1|31.0|29823.86|0.09|0.04|A|F|1993-10-29T00:00:00.000Z|1993-12-19T00:00:00.000Z|1993-11-08T00:00:00.000Z|COLLECT COD|TRUCK|ng to the furiously ironic package
33|61|8|2|32.0|30753.92|0.02|0.05|A|F|1993-12-09T00:00:00.000Z|1994-01-04T00:00:00.000Z|1993-12-28T00:00:00.000Z|COLLECT COD|MAIL|gular theodolites
33|138|4|3|5.0|5190.65|0.05|0.03|A|F|1993-12-09T00:00:00.000Z|1993-12-25T00:00:00.000Z|1993-12-23T00:00:00.000Z|TAKE BACK RETURN|AIR|. stealthily bold exc
33|34|5|4|41.0|38295.23|0.09|0.0|R|F|1993-11-09T00:00:00.000Z|1994-01-24T00:00:00.000Z|1993-11-11T00:00:00.000Z|TAKE BACK RETURN|MAIL|unusual packages doubt caref
34|89|10|1|13.0|12858.04|0.0|0.07|N|O|1998-10-23T00:00:00.000Z|1998-09-14T00:00:00.000Z|1998-11-06T00:00:00.000Z|NONE|REG AIR|nic accounts. deposits are alon
34|90|1|2|22.0|21781.98|0.08|0.06|N|O|1998-10-09T00:00:00.000Z|1998-10-16T00:00:00.000Z|1998-10-12T00:00:00.000Z|NONE|FOB|thely slyly p
34|170|7|3|6.0|6421.02|0.02|0.06|N|O|1998-10-30T00:00:00.000Z|1998-09-20T00:00:00.000Z|1998-11-05T00:00:00.000Z|NONE|FOB|ar foxes sleep 
35|1|4|1|24.0|21624.0|0.02|0.0|N|O|1996-02-21T00:00:00.000Z|1996-01-03T00:00:00.000Z|1996-03-18T00:00:00.000Z|TAKE BACK RETURN|FOB|, regular tithe
35|162|1|2|34.0|36113.44|0.06|0.08|N|O|1996-01-22T00:00:00.000Z|1996-01-06T00:00:00.000Z|1996-01-27T00:00:00.000Z|DELIVER IN PERSON|RAIL|s are carefully against the f
35|121|4|3|7.0|7147.84|0.06|0.04|N|O|1996-01-19T00:00:00.000Z|1995-12-22T00:00:00.000Z|1996-01-29T00:00:00.000Z|NONE|MAIL| the carefully regular 
35|86|7|4|25.0|24652.0|0.06|0.05|N|O|1995-11-26T00:00:00.000Z|1995-12-25T00:00:00.000Z|1995-12-21T00:00:00.000Z|DELIVER IN PERSON|SHIP| quickly unti
35|120|7|5|34.0|34684.08|0.08|0.06|N|O|1995-11-08T00:00:00.000Z|1996-01-15T00:00:00.000Z|1995-11-26T00:00:00.000Z|COLLECT COD|MAIL|. silent, unusual deposits boost
35|31|7|6|28.0|26068.84|0.03|0.02|N|O|1996-02-01T00:00:00.000Z|1995-12-24T00:00:00.000Z|1996-02-28T00:00:00.000Z|COLLECT COD|RAIL|ly alongside of 
36|120|1|1|42.0|42845.04|0.09|0.0|N|O|1996-02-03T00:00:00.000Z|1996-01-21T00:00:00.000Z|1996-02-23T00:00:00.000Z|COLLECT COD|SHIP| careful courts. special 
37|23|8|1|40.0|36920.8|0.09|0.03|A|F|1992-07-21T00:00:00.000Z|1992-08-01T00:00:00.000Z|1992-08-15T00:00:00.000Z|NONE|REG AIR|luffily regular requests. slyly final acco
37|127|6|2|39.0|40057.68|0.05|0.02|A|F|1992-07-02T00:00:00.000Z|1992-08-18T00:00:00.000Z|1992-07-28T00:00:00.000Z|TAKE BACK RETURN|RAIL|the final requests. ca
37|13|7|3|43.0|39259.43|0.05|0.08|A|F|1992-07-10T00:00:00.000Z|1992-07-06T00:00:00.000Z|1992-08-02T00:00:00.000Z|DELIVER IN PERSON|TRUCK|iously ste
38|176|5|1|44.0|47351.48|0.04|0.02|N|O|1996-09-29T00:00:00.000Z|1996-11-17T00:00:00.000Z|1996-09-30T00:00:00.000Z|COLLECT COD|MAIL|s. blithely unusual theodolites am
39|3|10|1|44.0|39732.0|0.09|0.06|N|O|1996-11-14T00:00:00.000Z|1996-12-15T00:00:00.000Z|1996-12-12T00:00:00.000Z|COLLECT COD|RAIL|eodolites. careful
39|187|8|2|26.0|28266.68|0.08|0.04|N|O|1996-11-04T00:00:00.000Z|1996-10-20T00:00:00.000Z|1996-11-20T00:00:00.000Z|NONE|FOB|ckages across the slyly silent
39|68|3|3|46.0|44530.76|0.06|0.08|N|O|1996-09-26T00:00:00.000Z|1996-12-19T00:00:00.000Z|1996-10-26T00:00:00.000Z|DELIVER IN PERSON|AIR|he carefully e
39|21|6|4|32.0|29472.64|0.07|0.05|N|O|1996-10-02T00:00:00.000Z|1996-12-19T00:00:00.000Z|1996-10-14T00:00:00.000Z|COLLECT COD|MAIL|heodolites sleep silently pending foxes. ac
39|55|10|5|43.0|41067.15|0.01|0.01|N|O|1996-10-17T00:00:00.000Z|1996-11-14T00:00:00.000Z|1996-10-26T00:00:00.000Z|COLLECT COD|MAIL|yly regular i
39|95|7|6|40.0|39803.6|0.06|0.05|N|O|1996-12-08T00:00:00.000Z|1996-10-22T00:00:00.000Z|1997-01-01T00:00:00.000Z|COLLECT COD|AIR|quickly ironic fox
64|86|7|1|21.0|20707.68|0.05|0.02|R|F|1994-09-30T00:00:00.000Z|1994-09-18T00:00:00.000Z|1994-10-26T00:00:00.000Z|DELIVER IN PERSON|REG AIR|ch slyly final, thin platelets.
65|60|5|1|26.0|24961.56|0.03|0.03|A|F|1995-04-20T00:00:00.000Z|1995-04-25T00:00:00.000Z|1995-05-13T00:00:00.000Z|NONE|TRUCK|pending deposits nag even packages. ca
65|74|3|2|22.0|21429.54|0.0|0.05|N|O|1995-07-17T00:00:00.000Z|1995-06-04T00:00:00.000Z|1995-07-19T00:00:00.000Z|COLLECT COD|FOB| ideas. special, r
65|2|5|3|21.0|18942.0|0.09|0.07|N|O|1995-07-06T00:00:00.000Z|1995-05-14T00:00:00.000Z|1995-07-31T00:00:00.000Z|DELIVER IN PERSON|RAIL|bove the even packages. accounts nag carefu
66|116|10|1|31.0|31499.41|0.0|0.08|R|F|1994-02-19T00:00:00.000Z|1994-03-11T00:00:00.000Z|1994-02-20T00:00:00.000Z|TAKE BACK RETURN|RAIL|ut the unusual accounts sleep at the bo
66|174|5|2|41.0|44040.97|0.04|0.07|A|F|1994-02-21T00:00:00.000Z|1994-03-01T00:00:00.000Z|1994-03-18T00:00:00.000Z|COLLECT COD|AIR| regular de
67|22|5|1|4.0|3688.08|0.09|0.04|N|O|1997-04-17T00:00:00.000Z|1997-01-31T00:00:00.000Z|1997-04-20T00:00:00.000Z|NONE|SHIP| cajole thinly expres
67|21|10|2|12.0|11052.24|0.09|0.05|N|O|1997-01-27T00:00:00.000Z|1997-02-21T00:00:00.000Z|1997-02-22T00:00:00.000Z|NONE|REG AIR| even packages cajole
67|174|4|3|5.0|5370.85|0.03|0.07|N|O|1997-02-20T00:00:00.000Z|1997-02-12T00:00:00.000Z|1997-02-21T00:00:00.000Z|DELIVER IN PERSON|TRUCK|y unusual packages thrash pinto 
67|88|9|4|44.0|43475.52|0.08|0.06|N|O|1997-03-18T00:00:00.000Z|1997-01-29T00:00:00.000Z|1997-04-13T00:00:00.000Z|DELIVER IN PERSON|RAIL|se quickly above the even, express reques
67|41|10|5|23.0|21643.92|0.05|0.07|N|O|1997-04-19T00:00:00.000Z|1997-02-14T00:00:00.000Z|1997-05-06T00:00:00.000Z|DELIVER IN PERSON|REG AIR|ly regular deposit
67|179|9|6|29.0|31295.93|0.02|0.05|N|O|1997-01-25T00:00:00.000Z|1997-01-27T00:00:00.000Z|1997-01-27T00:00:00.000Z|DELIVER IN PERSON|FOB|ultipliers 
68|8|1|1|3.0|2724.0|0.05|0.02|N|O|1998-07-04T00:00:00.000Z|1998-06-05T00:00:00.000Z|1998-07-21T00:00:00.000Z|NONE|RAIL|fully special instructions cajole. furious
68|176|4|2|46.0|49503.82|0.02|0.05|N|O|1998-06-26T00:00:00.000Z|1998-06-07T00:00:00.000Z|1998-07-05T00:00:00.000Z|NONE|MAIL| requests are unusual, regular pinto 
68|35|1|3|46.0|43011.38|0.04|0.05|N|O|1998-08-13T00:00:00.000Z|1998-07-08T00:00:00.000Z|1998-08-29T00:00:00.000Z|NONE|RAIL|egular dependencies affix ironically along 
68|95|9|4|20.0|19901.8|0.07|0.01|N|O|1998-06-27T00:00:00.000Z|1998-05-23T00:00:00.000Z|1998-07-02T00:00:00.000Z|NONE|REG AIR| excuses integrate fluffily 
68|83|4|5|27.0|26543.16|0.03|0.06|N|O|1998-06-19T00:00:00.000Z|1998-06-25T00:00:00.000Z|1998-06-29T00:00:00.000Z|DELIVER IN PERSON|SHIP|ccounts. deposits use. furiously
68|103|6|6|30.0|30093.0|0.05|0.06|N|O|1998-08-11T00:00:00.000Z|1998-07-11T00:00:00.000Z|1998-08-14T00:00:00.000Z|NONE|RAIL|oxes are slyly blithely fin
68|140|6|7|41.0|42645.74|0.09|0.08|N|O|1998-06-24T00:00:00.000Z|1998-06-27T00:00:00.000Z|1998-07-06T00:00:00.000Z|NONE|SHIP|eposits nag special ideas. furiousl
69|116|10|1|48.0|48773.28|0.01|0.07|A|F|1994-08-17T00:00:00.000Z|1994-08-11T00:00:00.000Z|1994-09-08T00:00:00.000Z|NONE|TRUCK|regular epitaphs. carefully even ideas hag
69|105|10|2|32.0|32163.2|0.08|0.06|A|F|1994-08-24T00:00:00.000Z|1994-08-17T00:00:00.000Z|1994-08-31T00:00:00.000Z|NONE|REG AIR|s sleep carefully bold, 
69|138|4|3|17.0|17648.21|0.09|0.0|A|F|1994-07-02T00:00:00.000Z|1994-07-07T00:00:00.000Z|1994-07-03T00:00:00.000Z|TAKE BACK RETURN|AIR|final, pending instr
69|38|9|4|3.0|2814.09|0.09|0.04|R|F|1994-06-06T00:00:00.000Z|1994-07-27T00:00:00.000Z|1994-06-15T00:00:00.000Z|NONE|MAIL| blithely final d
69|93|6|5|42.0|41709.78|0.07|0.04|R|F|1994-07-31T00:00:00.000Z|1994-07-26T00:00:00.000Z|1994-08-28T00:00:00.000Z|DELIVER IN PERSON|REG AIR|tect regular, speci
69|19|3|6|23.0|21137.23|0.05|0.0|A|F|1994-10-03T00:00:00.000Z|1994-08-06T00:00:00.000Z|1994-10-24T00:00:00.000Z|NONE|SHIP|nding accounts ca
70|65|2|1|8.0|7720.48|0.03|0.08|R|F|1994-01-12T00:00:00.000Z|1994-02-27T00:00:00.000Z|1994-01-14T00:00:00.000Z|TAKE BACK RETURN|FOB|ggle. carefully pending dependenc
70|197|10|2|13.0|14263.47|0.06|0.06|A|F|1994-03-03T00:00:00.000Z|1994-02-13T00:00:00.000Z|1994-03-26T00:00:00.000Z|COLLECT COD|AIR|lyly special packag
70|180|8|3|1.0|1080.18|0.03|0.05|R|F|1994-01-26T00:00:00.000Z|1994-03-05T00:00:00.000Z|1994-01-28T00:00:00.000Z|TAKE BACK RETURN|RAIL|quickly. fluffily unusual theodolites c
70|46|9|4|11.0|10406.44|0.01|0.05|A|F|1994-03-17T00:00:00.000Z|1994-03-17T00:00:00.000Z|1994-03-27T00:00:00.000Z|NONE|MAIL|alongside of the deposits. fur
70|38|9|5|37.0|34707.11|0.09|0.04|R|F|1994-02-13T00:00:00.000Z|1994-03-16T00:00:00.000Z|1994-02-21T00:00:00.000Z|COLLECT COD|MAIL|n accounts are. q
70|56|8|6|19.0|18164.95|0.06|0.03|A|F|1994-01-26T00:00:00.000Z|1994-02-17T00:00:00.000Z|1994-02-06T00:00:00.000Z|TAKE BACK RETURN|SHIP| packages wake pending accounts.
71|62|3|1|25.0|24051.5|0.09|0.07|N|O|1998-04-10T00:00:00.000Z|1998-04-22T00:00:00.000Z|1998-04-11T00:00:00.000Z|COLLECT COD|FOB|ckly. slyly
71|66|1|2|3.0|2898.18|0.09|0.07|N|O|1998-05-23T00:00:00.000Z|1998-04-03T00:00:00.000Z|1998-06-02T00:00:00.000Z|COLLECT COD|SHIP|y. pinto beans haggle after the
71|35|1|3|45.0|42076.35|0.0|0.07|N|O|1998-02-23T00:00:00.000Z|1998-03-20T00:00:00.000Z|1998-03-24T00:00:00.000Z|DELIVER IN PERSON|SHIP| ironic packages believe blithely a
71|97|9|4|33.0|32903.97|0.0|0.01|N|O|1998-04-12T00:00:00.000Z|1998-03-20T00:00:00.000Z|1998-04-15T00:00:00.000Z|NONE|FOB| serve quickly fluffily bold deposi
71|104|7|5|39.0|39159.9|0.08|0.06|N|O|1998-01-29T00:00:00.000Z|1998-04-07T00:00:00.000Z|1998-02-18T00:00:00.000Z|DELIVER IN PERSON|RAIL|l accounts sleep across the pack
71|196|9|6|34.0|37270.46|0.04|0.01|N|O|1998-03-05T00:00:00.000Z|1998-04-22T00:00:00.000Z|1998-03-30T00:00:00.000Z|DELIVER IN PERSON|TRUCK|s cajole. 
96|124|7|1|23.0|23554.76|0.1|0.06|A|F|1994-07-19T00:00:00.000Z|1994-06-29T00:00:00.000Z|1994-07-25T00:00:00.000Z|DELIVER IN PERSON|TRUCK|ep-- carefully reg
96|136|7|2|30.0|31083.9|0.01|0.06|R|F|1994-06-03T00:00:00.000Z|1994-05-29T00:00:00.000Z|1994-06-22T00:00:00.000Z|DELIVER IN PERSON|TRUCK|e quickly even ideas. furiou
97|120|4|1|13.0|13261.56|0.0|0.02|R|F|1993-04-01T00:00:00.000Z|1993-04-04T00:00:00.000Z|1993-04-08T00:00:00.000Z|NONE|TRUCK|ayers cajole against the furiously
97|50|7|2|37.0|35151.85|0.02|0.06|A|F|1993-04-13T00:00:00.000Z|1993-03-30T00:00:00.000Z|1993-04-14T00:00:00.000Z|DELIVER IN PERSON|SHIP|ic requests boost carefully quic
97|78|6|3|19.0|18583.33|0.06|0.08|R|F|1993-05-14T00:00:00.000Z|1993-03-05T00:00:00.000Z|1993-05-25T00:00:00.000Z|TAKE BACK RETURN|RAIL|gifts. furiously ironic packages cajole. 
98|41|2|1|28.0|26349.12|0.06|0.07|A|F|1994-12-24T00:00:00.000Z|1994-10-25T00:00:00.000Z|1995-01-16T00:00:00.000Z|COLLECT COD|REG AIR| pending, regular accounts s
98|110|7|2|1.0|1010.11|0.0|0.0|A|F|1994-12-01T00:00:00.000Z|1994-12-12T00:00:00.000Z|1994-12-15T00:00:00.000Z|DELIVER IN PERSON|TRUCK|. unusual instructions against
98|45|6|3|14.0|13230.56|0.05|0.02|A|F|1994-12-30T00:00:00.000Z|1994-11-22T00:00:00.000Z|1995-01-27T00:00:00.000Z|COLLECT COD|AIR| cajole furiously. blithely ironic ideas 
98|168|9|4|10.0|10681.6|0.03|0.03|A|F|1994-10-23T00:00:00.000Z|1994-11-08T00:00:00.000Z|1994-11-09T00:00:00.000Z|COLLECT COD|RAIL| carefully. quickly ironic ideas
99|88|9|1|10.0|9880.8|0.02|0.01|A|F|1994-05-18T00:00:00.000Z|1994-06-03T00:00:00.000Z|1994-05-23T00:00:00.000Z|COLLECT COD|RAIL|kages. requ
99|124|5|2|5.0|5120.6|0.02|0.07|R|F|1994-05-06T00:00:00.000Z|1994-05-28T00:00:00.000Z|1994-05-20T00:00:00.000Z|TAKE BACK RETURN|RAIL|ests cajole fluffily waters. blithe
99|135|1|3|42.0|43475.46|0.02|0.02|A|F|1994-04-19T00:00:00.000Z|1994-05-18T00:00:00.000Z|1994-04-20T00:00:00.000Z|NONE|RAIL|kages are fluffily furiously ir
99|109|2|4|36.0|36327.6|0.09|0.02|A|F|1994-07-04T00:00:00.000Z|1994-04-17T00:00:00.000Z|1994-07-30T00:00:00.000Z|DELIVER IN PERSON|AIR|slyly. slyly e
100|63|4|1|28.0|26965.68|0.04|0.05|N|O|1998-05-08T00:00:00.000Z|1998-05-13T00:00:00.000Z|1998-06-07T00:00:00.000Z|COLLECT COD|TRUCK|sts haggle. slowl
100|116|10|2|22.0|22354.42|0.0|0.07|N|O|1998-06-24T00:00:00.000Z|1998-04-12T00:00:00.000Z|1998-06-29T00:00:00.000Z|DELIVER IN PERSON|SHIP|nto beans alongside of the fi
100|47|4|3|46.0|43563.84|0.03|0.04|N|O|1998-05-02T00:00:00.000Z|1998-04-10T00:00:00.000Z|1998-05-22T00:00:00.000Z|TAKE BACK RETURN|SHIP|ular accounts. even
100|39|10|4|14.0|13146.42|0.06|0.03|N|O|1998-05-22T00:00:00.000Z|1998-05-01T00:00:00.000Z|1998-06-03T00:00:00.000Z|COLLECT COD|MAIL|y. furiously ironic ideas gr
100|54|6|5|37.0|35299.85|0.05|0.0|N|O|1998-03-06T00:00:00.000Z|1998-04-16T00:00:00.000Z|1998-03-31T00:00:00.000Z|TAKE BACK RETURN|TRUCK|nd the quickly s
101|119|9|1|49.0|49936.39|0.1|0.0|N|O|1996-06-21T00:00:00.000Z|1996-05-27T00:00:00.000Z|1996-06-29T00:00:00.000Z|DELIVER IN PERSON|REG AIR|ts-- final packages sleep furiousl
101|164|9|2|36.0|38309.76|0.0|0.01|N|O|1996-05-19T00:00:00.000Z|1996-05-01T00:00:00.000Z|1996-06-04T00:00:00.000Z|DELIVER IN PERSON|AIR|tes. blithely pending dolphins x-ray f
101|139|5|3|12.0|12469.56|0.06|0.02|N|O|1996-03-29T00:00:00.000Z|1996-04-20T00:00:00.000Z|1996-04-12T00:00:00.000Z|COLLECT COD|MAIL|. quickly regular
102|89|10|1|37.0|36595.96|0.06|0.0|N|O|1997-07-24T00:00:00.000Z|1997-08-02T00:00:00.000Z|1997-08-07T00:00:00.000Z|TAKE BACK RETURN|SHIP|ully across the ideas. final deposit
102|170|5|2|34.0|36385.78|0.03|0.08|N|O|1997-08-09T00:00:00.000Z|1997-07-28T00:00:00.000Z|1997-08-26T00:00:00.000Z|TAKE BACK RETURN|SHIP|eposits cajole across
102|183|4|3|25.0|27079.5|0.01|0.01|N|O|1997-07-31T00:00:00.000Z|1997-07-24T00:00:00.000Z|1997-08-17T00:00:00.000Z|NONE|RAIL|bits. ironic accoun
102|62|7|4|15.0|14430.9|0.07|0.07|N|O|1997-06-02T00:00:00.000Z|1997-07-13T00:00:00.000Z|1997-06-04T00:00:00.000Z|DELIVER IN PERSON|SHIP|final packages. carefully even excu
103|195|9|1|6.0|6571.14|0.03|0.05|N|O|1996-10-11T00:00:00.000Z|1996-07-25T00:00:00.000Z|1996-10-28T00:00:00.000Z|NONE|FOB|cajole. carefully ex
103|11|5|2|37.0|33707.37|0.02|0.07|N|O|1996-09-17T00:00:00.000Z|1996-07-27T00:00:00.000Z|1996-09-20T00:00:00.000Z|TAKE BACK RETURN|MAIL|ies. quickly ironic requests use blithely
103|29|10|3|23.0|21367.46|0.01|0.04|N|O|1996-09-11T00:00:00.000Z|1996-09-18T00:00:00.000Z|1996-09-26T00:00:00.000Z|NONE|FOB|ironic accou
103|30|9|4|32.0|29760.96|0.01|0.07|N|O|1996-07-30T00:00:00.000Z|1996-08-06T00:00:00.000Z|1996-08-04T00:00:00.000Z|NONE|RAIL|kages doze. special, regular deposit
128|107|10|1|38.0|38269.8|0.06|0.01|A|F|1992-09-01T00:00:00.000Z|1992-08-27T00:00:00.000Z|1992-10-01T00:00:00.000Z|TAKE BACK RETURN|FOB| cajole careful
129|3|6|1|46.0|41538.0|0.08|0.02|R|F|1993-02-15T00:00:00.000Z|1993-01-24T00:00:00.000Z|1993-03-05T00:00:00.000Z|COLLECT COD|TRUCK|uietly bold theodolites. fluffil
129|186|7|2|36.0|39102.48|0.01|0.02|A|F|1992-11-25T00:00:00.000Z|1992-12-25T00:00:00.000Z|1992-12-09T00:00:00.000Z|TAKE BACK RETURN|REG AIR|packages are care
129|40|6|3|33.0|31021.32|0.04|0.06|A|F|1993-01-08T00:00:00.000Z|1993-02-14T00:00:00.000Z|1993-01-29T00:00:00.000Z|COLLECT COD|SHIP|sts nag bravely. fluffily
129|136|7|4|34.0|35228.42|0.0|0.01|R|F|1993-01-29T00:00:00.000Z|1993-02-14T00:00:00.000Z|1993-02-10T00:00:00.000Z|COLLECT COD|MAIL|quests. express ideas
129|32|8|5|24.0|22368.72|0.06|0.0|A|F|1992-12-07T00:00:00.000Z|1993-01-02T00:00:00.000Z|1992-12-11T00:00:00.000Z|TAKE BACK RETURN|FOB|uests. foxes cajole slyly after the ca
129|78|6|6|22.0|21517.54|0.06|0.01|R|F|1993-02-15T00:00:00.000Z|1993-01-31T00:00:00.000Z|1993-02-24T00:00:00.000Z|COLLECT COD|SHIP|e. fluffily regular 
129|169|6|7|1.0|1069.16|0.05|0.04|R|F|1993-01-26T00:00:00.000Z|1993-01-08T00:00:00.000Z|1993-02-24T00:00:00.000Z|DELIVER IN PERSON|FOB|e carefully blithely bold dolp
130|129|10|1|14.0|14407.68|0.08|0.05|A|F|1992-08-15T00:00:00.000Z|1992-07-25T00:00:00.000Z|1992-09-13T00:00:00.000Z|COLLECT COD|RAIL| requests. final instruction
130|2|5|2|48.0|43296.0|0.03|0.02|R|F|1992-07-01T00:00:00.000Z|1992-07-12T00:00:00.000Z|1992-07-24T00:00:00.000Z|NONE|AIR|lithely alongside of the regu
130|12|3|3|18.0|16416.18|0.04|0.08|A|F|1992-07-04T00:00:00.000Z|1992-06-14T00:00:00.000Z|1992-07-29T00:00:00.000Z|DELIVER IN PERSON|MAIL| slyly ironic decoys abou
130|116|6|4|13.0|13209.43|0.09|0.02|R|F|1992-06-26T00:00:00.000Z|1992-07-29T00:00:00.000Z|1992-07-05T00:00:00.000Z|NONE|FOB| pending dolphins sleep furious
